date,demand,promotional_event,holiday_event
2020-04-15,76.71840540651264,0,0
2020-04-16,88.78693340319424,0,0
2020-04-17,81.34860499998477,0,0
2020-04-18,78.47263218900144,0,0
2020-04-19,71.55579898762065,0,0
2020-04-20,59.0320141792128,0,0
2020-04-21,69.59037104707747,0,0
2020-04-22,74.64798981899264,0,0
2020-04-23,91.28140018547846,0,0
2020-04-24,79.08381413575552,0,0
2020-04-25,78.22346811206212,0,0
2020-04-26,71.24651142342172,0,0
2020-04-27,62.235966197259415,0,0
2020-04-28,89.85225034357805,1,0
2020-04-29,77.48368612001963,0,0
2020-04-30,82.2598057586263,0,0
2020-05-01,74.80071133521646,0,0
2020-05-02,82.99461596506058,0,0
2020-05-03,63.63893242312717,0,0
2020-05-04,70.2052957577451,0,0
2020-05-05,94.24594751493152,1,0
2020-05-06,67.89110511927153,0,0
2020-05-07,74.55751988329271,0,0
2020-05-08,78.89523918457613,0,0
2020-05-09,72.47795601986832,0,0
2020-05-10,61.87531173169606,0,0
2020-05-11,66.56042285707885,0,0
2020-05-12,61.89532034524374,0,0
2020-05-13,74.0919154410342,0,0
2020-05-14,71.63948586537879,0,0
2020-05-15,84.9621294365485,0,0
2020-05-16,69.86287351879257,0,0
2020-05-17,66.77092109581858,0,0
2020-05-18,84.00706065593494,1,0
2020-05-19,59.74413250483126,0,0
2020-05-20,71.52310746384576,0,0
2020-05-21,81.40491419017903,0,0
2020-05-22,67.77888170837466,0,0
2020-05-23,73.27791354705424,0,0
2020-05-24,68.22853579844956,0,0
2020-05-25,67.36930422718505,0,0
2020-05-26,58.20777929544727,0,0
2020-05-27,62.251516148818176,0,0
2020-05-28,75.92136924746,0,0
2020-05-29,75.71871629662877,0,0
2020-05-30,72.00030946338363,0,0
2020-05-31,67.03064881784329,0,0
2020-06-01,73.4061233146027,1,0
2020-06-02,63.87722249984303,0,0
2020-06-03,68.62054655221901,0,0
2020-06-04,68.01985932616137,0,0
2020-06-05,81.82180306815617,0,0
2020-06-06,71.35594870306284,0,0
2020-06-07,57.56125517302206,0,0
2020-06-08,63.28943634537651,0,0
2020-06-09,56.024659628546075,0,0
2020-06-10,69.2550552683703,0,0
2020-06-11,75.53202321353068,0,0
2020-06-12,66.52058043736615,0,0
2020-06-13,71.91901549550603,0,0
2020-06-14,78.68197854725162,1,0
2020-06-15,62.20288658051988,0,0
2020-06-16,68.45423657454268,0,0
2020-06-17,77.15185559106095,1,0
2020-06-18,64.0171665532021,0,0
2020-06-19,64.21154162589791,0,0
2020-06-20,61.04720986748156,0,0
2020-06-21,59.24638477005167,0,0
2020-06-22,57.80254933413625,0,0
2020-06-23,58.34900777125245,0,0
2020-06-24,65.50176976231513,0,0
2020-06-25,65.83038864591657,0,0
2020-06-26,73.89949189650157,0,0
2020-06-27,61.76956426698794,0,0
2020-06-28,71.19391098532924,0,0
2020-06-29,57.18158962121354,0,0
2020-06-30,50.63222928791456,0,0
2020-07-01,53.96056366496475,0,0
2020-07-02,66.124333687062,0,0
2020-07-03,63.45923100155707,0,0
2020-07-04,79.60641707429997,1,0
2020-07-05,57.90237430158688,0,0
2020-07-06,51.63249643532952,0,0
2020-07-07,48.62841584094195,0,0
2020-07-08,49.68684850359246,0,0
2020-07-09,59.42785779769944,0,0
2020-07-10,66.81011297647207,0,0
2020-07-11,60.06228026345653,0,0
2020-07-12,47.26742068799408,0,0
2020-07-13,50.82771275521176,0,0
2020-07-14,52.76008289219231,0,0
2020-07-15,50.819557394563894,0,0
2020-07-16,60.41416840659057,0,0
2020-07-17,70.81232309509781,0,1
2020-07-18,51.27886815757664,0,0
2020-07-19,53.29640193130008,0,0
2020-07-20,50.78721579388018,0,0
2020-07-21,54.281060778626326,0,0
2020-07-22,58.55167278024675,0,0
2020-07-23,50.813205793254234,0,0
2020-07-24,53.901034699762945,0,0
2020-07-25,57.65132203952824,0,0
2020-07-26,52.17303761277082,0,0
2020-07-27,48.67005779878572,0,0
2020-07-28,66.2565340982151,0,0
2020-07-29,54.28039083283899,0,0
2020-07-30,61.539513275558534,0,0
2020-07-31,61.53780585777745,0,0
2020-08-01,56.52888663746378,0,0
2020-08-02,46.24233131590684,0,0
2020-08-03,48.12365206225681,0,0
2020-08-04,41.382780238835295,0,0
2020-08-05,48.51653821764408,0,0
2020-08-06,51.730837729608474,0,0
2020-08-07,55.49502337387554,0,0
2020-08-08,63.185565437679955,0,0
2020-08-09,36.84577507634083,0,0
2020-08-10,46.14719954861501,0,0
2020-08-11,45.59466958515655,0,1
2020-08-12,45.77713822451419,0,0
2020-08-13,58.063964762425414,0,0
2020-08-14,53.89455790884357,0,0
2020-08-15,44.737553820870836,0,0
2020-08-16,41.146630869414594,0,0
2020-08-17,44.68251428592917,0,0
2020-08-18,38.60314843207769,0,0
2020-08-19,47.84444767599139,0,0
2020-08-20,51.50156302634824,0,0
2020-08-21,48.9992847272789,0,0
2020-08-22,59.5602563699199,0,0
2020-08-23,61.63761634322631,1,0
2020-08-24,29.93477301028905,0,0
2020-08-25,41.994767936872,0,0
2020-08-26,42.29274799283635,0,0
2020-08-27,54.40785387932197,0,0
2020-08-28,47.19956131046841,0,0
2020-08-29,47.20505504678536,0,0
2020-08-30,44.96489952480772,0,0
2020-08-31,43.395352169702626,0,0
2020-09-01,49.10165062454156,1,0
2020-09-02,43.00474393757516,0,0
2020-09-03,56.88184107734345,0,1
2020-09-04,47.04207657069339,0,0
2020-09-05,55.78859960750721,0,0
2020-09-06,43.68384171280366,0,0
2020-09-07,32.01784002134694,0,0
2020-09-08,43.98516338117161,0,0
2020-09-09,54.61810234569773,0,0
2020-09-10,53.786617250864076,0,0
2020-09-11,42.11753896133164,0,0
2020-09-12,43.984046285496404,0,0
2020-09-13,47.47586746689079,0,0
2020-09-14,34.30503809026183,0,0
2020-09-15,41.1750687515999,0,0
2020-09-16,47.479835671191886,0,0
2020-09-17,58.628430843242725,1,0
2020-09-18,64.09521293124628,1,0
2020-09-19,29.917188259541316,0,0
2020-09-20,35.77772614168473,0,0
2020-09-21,36.379116684104225,0,0
2020-09-22,32.55601029548467,0,0
2020-09-23,51.64821031642698,0,0
2020-09-24,41.03253773429109,0,0
2020-09-25,47.153578927419495,0,0
2020-09-26,46.77910484476144,0,0
2020-09-27,48.14892615642302,0,0
2020-09-28,30.546651289403954,0,0
2020-09-29,44.735937524126975,0,0
2020-09-30,58.70376613786082,1,0
2020-10-01,43.48345719907459,0,0
2020-10-02,51.913425449005196,0,0
2020-10-03,47.411187895492816,0,0
2020-10-04,38.273361137821304,0,0
2020-10-05,38.44826199628196,0,0
2020-10-06,37.40823712683642,0,0
2020-10-07,44.676251586843506,0,0
2020-10-08,52.19906414872315,0,0
2020-10-09,58.07170515311261,0,0
2020-10-10,40.806771747870265,0,0
2020-10-11,67.56075100214602,1,0
2020-10-12,29.00104972556361,0,0
2020-10-13,39.279122938409856,0,0
2020-10-14,47.79439581567444,0,0
2020-10-15,61.07830002385564,0,1
2020-10-16,47.85370966598602,0,0
2020-10-17,46.821339732956204,0,0
2020-10-18,40.33704402553426,0,0
2020-10-19,51.76132766882584,1,0
2020-10-20,45.27274322736916,0,0
2020-10-21,47.66440473492287,0,0
2020-10-22,47.274943231473856,0,0
2020-10-23,56.57077824514107,0,0
2020-10-24,50.54321768650724,0,0
2020-10-25,48.05009069993866,0,0
2020-10-26,44.07874266507696,0,0
2020-10-27,38.14066211345818,0,0
2020-10-28,44.377514402535134,0,0
2020-10-29,70.81295855275323,1,0
2020-10-30,56.49924446646153,0,0
2020-10-31,50.314138135735085,0,0
2020-11-01,46.021340556836144,0,0
2020-11-02,48.80451879091284,0,0
2020-11-03,40.84971236128059,0,0
2020-11-04,51.47182813406673,0,0
2020-11-05,52.65908093352663,0,0
2020-11-06,53.98780484804285,0,0
2020-11-07,57.57623372396324,0,0
2020-11-08,51.25998563133117,0,0
2020-11-09,48.21604067155665,0,0
2020-11-10,52.1009504100277,0,0
2020-11-11,50.64061738103557,0,0
2020-11-12,58.91190701423916,0,0
2020-11-13,55.38937748406091,0,0
2020-11-14,55.59963590506446,0,0
2020-11-15,48.410139948074345,0,0
2020-11-16,46.5924533637787,0,0
2020-11-17,50.53887613906465,0,0
2020-11-18,48.4640978200135,0,0
2020-11-19,68.01325596277836,0,0
2020-11-20,53.98887333545645,0,0
2020-11-21,50.01467018727351,0,0
2020-11-22,56.98625896058653,0,0
2020-11-23,52.22814848074159,0,0
2020-11-24,52.87302736127346,0,0
2020-11-25,57.91269754916746,0,0
2020-11-26,59.73173387831826,0,0
2020-11-27,56.79965616614081,0,0
2020-11-28,58.75635618360154,0,0
2020-11-29,50.125793951523114,0,0
2020-11-30,55.48492762776853,0,0
2020-12-01,51.37964262874225,0,0
2020-12-02,53.028397058110315,0,0
2020-12-03,60.59276118899442,0,0
2020-12-04,65.77850894781142,0,0
2020-12-05,58.007220388593964,0,0
2020-12-06,51.86897541554929,0,0
2020-12-07,69.31557813595352,1,0
2020-12-08,55.84628112983141,0,0
2020-12-09,57.145753374883085,0,0
2020-12-10,62.38650905541929,0,0
2020-12-11,67.43288687497838,0,0
2020-12-12,56.16032866722068,0,0
2020-12-13,51.53312906808682,0,0
2020-12-14,52.11009188162539,0,0
2020-12-15,56.17351644657331,0,0
2020-12-16,63.867772508481586,0,0
2020-12-17,74.7640330879039,0,0
2020-12-18,73.21859342414075,0,0
2020-12-19,65.27013967196105,0,0
2020-12-20,61.15518642099915,0,0
2020-12-21,53.379533827634454,0,0
2020-12-22,59.8474099260132,0,0
2020-12-23,63.577825451640344,0,0
2020-12-24,71.71669159970263,0,0
2020-12-25,67.51725012220213,0,0
2020-12-26,71.39623492050438,0,0
2020-12-27,81.64948836608684,0,1
2020-12-28,60.589056646517335,0,0
2020-12-29,64.69365391215598,0,0
2020-12-30,71.22069250373904,0,0
2020-12-31,70.8488746813195,0,0
2021-01-01,75.52805908113142,0,0
2021-01-02,71.61825833565938,0,0
2021-01-03,67.23085851346153,0,0
2021-01-04,60.02467074977895,0,0
2021-01-05,65.56397428455026,0,0
2021-01-06,73.01504587314268,0,0
2021-01-07,82.86381900917279,0,0
2021-01-08,81.95440566663883,0,0
2021-01-09,85.06828408491204,0,0
2021-01-10,65.64872694015577,0,0
2021-01-11,70.98951273153902,0,0
2021-01-12,69.09081976201986,0,0
2021-01-13,84.20054676905417,0,0
2021-01-14,74.28617535746847,0,0
2021-01-15,75.67139507470469,0,0
2021-01-16,74.00904931506068,0,0
2021-01-17,61.560618393340974,0,0
2021-01-18,66.68406440078645,0,0
2021-01-19,67.05298314443384,0,0
2021-01-20,76.66695664402695,0,0
2021-01-21,82.68813657288182,0,0
2021-01-22,91.89010158543661,0,0
2021-01-23,99.38425060709167,1,0
2021-01-24,71.90789984039654,0,0
2021-01-25,67.41862002899296,0,0
2021-01-26,75.89096378287896,0,0
2021-01-27,71.88075004808105,0,0
2021-01-28,92.6871297684289,0,0
2021-01-29,90.93982695453612,0,0
2021-01-30,79.80188573665977,0,0
2021-01-31,68.72399082820324,0,0
2021-02-01,96.15827798099184,1,0
2021-02-02,90.31723901765018,1,0
2021-02-03,87.10929159587431,0,0
2021-02-04,77.97509727248593,0,0
2021-02-05,84.44164476112846,0,0
2021-02-06,84.54776450559955,0,0
2021-02-07,79.87563806750833,0,0
2021-02-08,74.46635784370848,0,0
2021-02-09,81.30806920881072,0,0
2021-02-10,77.86152321956192,0,0
2021-02-11,87.4897165540891,0,0
2021-02-12,90.26877599325361,0,0
2021-02-13,89.29636172153356,0,0
2021-02-14,85.37472639827402,0,0
2021-02-15,73.2421466977847,0,0
2021-02-16,97.64414344001895,1,1
2021-02-17,91.68060297709934,0,0
2021-02-18,91.92696063328074,0,0
2021-02-19,87.95931770508815,0,0
2021-02-20,96.48455748440753,0,0
2021-02-21,84.36934310557363,0,0
2021-02-22,86.70536821249061,0,0
2021-02-23,82.56456749513788,0,0
2021-02-24,97.47649264749626,0,0
2021-02-25,100.89044939248697,0,0
2021-02-26,92.27266131653785,0,0
2021-02-27,95.36932736322095,0,0
2021-02-28,88.767044062698,0,0
2021-03-01,89.36733979537698,0,0
2021-03-02,79.08335882145987,0,0
2021-03-03,92.24931881546063,0,0
2021-03-04,99.01709996447167,0,0
2021-03-05,86.29956761539742,0,0
2021-03-06,86.1351509434196,0,0
2021-03-07,76.84781010245717,0,0
2021-03-08,82.64444886020556,0,0
2021-03-09,88.92615214893222,0,0
2021-03-10,112.72415551551781,1,0
2021-03-11,95.4512954340283,0,0
2021-03-12,104.55442439378875,0,0
2021-03-13,86.43096897988116,0,0
2021-03-14,79.76876749281915,0,0
2021-03-15,84.91686529946247,0,0
2021-03-16,88.42304848718734,0,0
2021-03-17,91.17409553946413,0,0
2021-03-18,85.82949931512258,0,0
2021-03-19,107.01210624907371,0,1
2021-03-20,87.81575398238711,0,0
2021-03-21,92.60073877498681,0,0
2021-03-22,102.95418000258789,1,0
2021-03-23,82.68962530515725,0,0
2021-03-24,89.61409700301554,0,0
2021-03-25,91.67591709746706,0,0
2021-03-26,97.90886371052244,0,0
2021-03-27,99.83752102350066,0,0
2021-03-28,100.00649833488367,1,0
2021-03-29,89.28312001823048,0,0
2021-03-30,85.33829462795322,0,0
2021-03-31,88.77841158160662,0,0
2021-04-01,96.95490078225279,0,0
2021-04-02,93.52278944781173,0,0
2021-04-03,102.72894124022919,0,1
2021-04-04,84.33972866771146,0,0
2021-04-05,96.93910087022186,0,0
2021-04-06,88.47708567981587,0,0
2021-04-07,89.51394232416365,0,0
2021-04-08,98.7883789121816,0,0
2021-04-09,98.32445621868885,0,0
2021-04-10,94.53815201337272,0,0
2021-04-11,93.50454113422786,0,0
2021-04-12,90.96645313942702,0,0
2021-04-13,85.67063624354746,0,0
2021-04-14,90.11488435042422,0,0
2021-04-15,96.28376726313857,0,0
2021-04-16,87.27629889862675,0,0
2021-04-17,87.92624803896337,0,0
2021-04-18,97.08682262853458,0,0
2021-04-19,95.1821943396811,0,0
2021-04-20,86.81626962593462,0,0
2021-04-21,95.57511587972576,0,0
2021-04-22,98.87387253318511,0,0
2021-04-23,113.79934987448678,0,0
2021-04-24,100.67978041786557,0,0
2021-04-25,89.1534551888956,0,0
2021-04-26,81.68137428530241,0,0
2021-04-27,79.49231881918914,0,0
2021-04-28,93.13439216897633,0,0
2021-04-29,92.92252708612621,0,0
2021-04-30,90.6425375312746,0,0
2021-05-01,91.1603991348642,0,0
2021-05-02,83.65946562291165,0,0
2021-05-03,109.13207031527818,1,0
2021-05-04,106.1334872838387,1,0
2021-05-05,91.24174137376808,0,0
2021-05-06,118.23267540927577,1,0
2021-05-07,97.23382624138752,0,0
2021-05-08,89.14489780859577,0,0
2021-05-09,95.70614022900033,0,0
2021-05-10,87.37987809018745,0,0
2021-05-11,80.49407774142526,0,0
2021-05-12,89.25139828303732,0,0
2021-05-13,90.34324034009553,0,0
2021-05-14,88.78868525740407,0,0
2021-05-15,96.90567026649975,0,0
2021-05-16,96.42928298978124,0,0
2021-05-17,76.45284731059657,0,0
2021-05-18,87.22465976843559,0,0
2021-05-19,100.64901119428902,1,0
2021-05-20,90.954952867449,0,0
2021-05-21,91.38057564459938,0,0
2021-05-22,86.565809265864,0,0
2021-05-23,85.7074223482529,0,0
2021-05-24,77.84570585223946,0,0
